Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
TP53RK	Q96S44	1	98.019	44441000	51659000	44794000	57442000	43771000	56492000	44663000	28523000	38672000	9	TP53RK	0		1.0	1.1624175873630207	1.0079431155914584	1.2925451722508494	0.9849238315969487	1.271168515559956	1.0049953871425035	0.6418172408361648	0.8701874395265633	25.4053879444581	5.944318925454996	5.67133855689456	1.130002875395919	0.7596243123943274	-0.5729684516410963	0.9983851325029176	0.11868632686897894	0.6096348167558263	1.3550426797319488	134.14925264812905	0.06525192625351199	0.15796943650665035	1.0078345014046284	0.19084915474942224	3.567837959970436	0.09787160577047163	1.009343286192905	0.9954306876022747	0.2555031075677789	
TPD52L2	O43399	1	15.275	963994	3028300	3815600	2452500	2499000	963994	963994	4567600	3971700	4	TPD52L2	3	DMSO;300nM;1000nM	1.0	3.1414095938356463	3.9581159218833313	2.544102971595259	2.592339786347218	1.0	1.0	4.738203764753723	4.120046390330231	19.87866464143439	5.718211812608194	10.0	2.312794514045831	4.433587293210247	0.9388373892757604	2.9465579485171993	0.9949853246551145	0.4648572997620407	8.24282113610387	414.5253286687655	0.544977032466099	1.3349128939420496	2.9042375942014327	1.3789638890162188	2.07170336713047	0.23770469589772902	0.6239622386238316	1.0341368707088123	0.2700792320004274	
TPI1	P60174	1	323.31	89147000	115250000	168510000	105570000	150700000	112910000	97535000	306440000	211100000	19	TPI1	0		1.0	1.2928085072969364	1.8902486903653517	1.184223810111389	1.6904663084568186	1.2665597271921658	1.0940917809909476	3.437468450985451	2.36799892312697	26.409682912898074	5.775061686805747	10.0	1.3917660840264439	2.9031420062139524	1.0606983867425963	1.8648958710253074	0.36971411940311105	0.7528477600809809	3.499323917194941	152.32198052477986	0.20250118297782999	0.4960235420596226	1.8325639328645602	0.7569290164600255	7.181065321258693	0.024414025349734584	1.6123606088232771	2.530702338790854	0.7557576204441971	
TPM3	P06753	1	57.131	11495000	12721000	15704000	12229000	16888000	11017000	14372000	25601000	20763000	14	TPM3	0		1.0	1.1066550674206177	1.3661591996520226	1.0638538494997825	1.4691605045672032	0.9584167029143106	1.2502827316224445	2.227142235754676	1.8062635928664637	23.45450313026763	5.793882069744882	9.734058844185872	1.1914485857994246	2.0163906325095744	0.7590584604738777	1.4535746067642252	0.1867931760669729	0.7785165544514505	3.7165756156302723	173.06261364657936	0.1023111295618727	0.2506093436425401	1.4354133904373139	0.4038456796201087	8.26698821574782	0.01800381343918865	1.7446354959974275	2.0134352256565027	0.6062057480219272	
TPM4	P67936	1	81.191	10976000	13510000	12920000	7829900	18310000	8224100	7458300	16352000	18350000	15	TPM4	0		1.0	1.2308673469387754	1.1771137026239067	0.7133655247813411	1.6681851311953353	0.7492802478134111	0.6795098396501458	1.489795918367347	1.6718294460641399	23.387849050834898	5.593663426062741	7.713318945258952	1.039741688733751	1.6177417937707816	0.6377562034004385	1.1944701032696012	0.2935998919233405	0.3835675145944425	8.39691148901234	913.7955064151382	0.16081649344848561	0.39390561790361106	1.1865430169320474	0.3754219157347581	1.4288321939763404	0.38548087272302606	0.4139971664507171	0.6284625873760924	0.11794114342252902	
TPP1	O14773	1	50.863	7562800	7964300	10035000	7227200	7599900	10254000	9683500	9362800	9710200	4	TPP1	0		1.0	1.053088803088803	1.3268895118210187	0.9556249008303803	1.0049055905220288	1.3558470407785477	1.2804120167133866	1.2380070873221558	1.2839424551753318	22.850489036341298	6.759426326835392	10.0	1.0826811336078792	1.2828550302441983	0.24474973764278135	1.194605744710982	0.10388929980112836	0.5252919063570898	5.955135797191423	249.28823887940925	0.06969127738618636	0.08047263894727064	1.1865225435430913	0.15210517674245913	2.5731289120806164	0.1708991581505848	0.767260076609024	0.3339602459095157	0.0257995376270971	
TPP2	P29144	1	60.978	4635300	963994	3291700	3172400	3917900	3812400	963994	6675500	5638000	25	TPP2	2	3nM;1000nM	1.0	0.20796798481220202	0.7101374236834724	0.6844001467003215	0.8452311608741613	0.8224710374733027	0.20796798481220202	1.4401441114922442	1.2163182534032317	22.14423128347296	5.722619061969933	10.0	0.6235973116870647	1.329522219177805	1.0922212741972221	0.835328954705076	0.26133797713791	0.5438802780126306	6.085246263732696	297.9183147712668	0.1431410009451465	0.3506216892986804	0.8210859059823528	0.38799435394704784	2.7093901994323413	0.15722382024025636	0.8034816554009344	1.3660525170193345	0.3918065928832468	
TPR	P12270	1	157.92	8273400	10453000	12629000	11114000	16612000	14137000	16785000	19294000	15889000	32	TPR	0		1.0	1.2634467087291803	1.526458288007349	1.343341310706602	2.007880677834989	1.708729180264462	2.0287910653419394	2.332052118838688	1.920492179756811	22.980048904174026	7.467486462174381	0.6189019703659051	1.0578785097572125	2.141170015826791	0.7600191904945821	1.8200467706582508	0.17606179071325778	0.8122374446021681	0.5954221177456906	0.454063055956953	0.23014825929597948	0.22899207518076997	1.7713134401074067	0.41617637367082416	10.322079887749467	0.010994434673288969	1.9588270968700994	2.242704837477576	0.6746972652083563	
TPRKB	Q9Y3C4	1	63.704	44834000	51435000	57679000	60145000	34146000	53721000	50014000	37680000	48713000	8	TPRKB	0		1.0	1.1472320114199046	1.2865013159655618	1.3415042155506982	0.7616094927956462	1.1982201008163447	1.115537315430254	0.8404335995003792	1.0865191595664005	25.418089883714508	7.3091722690971315	10.0	1.2312277061093448	1.000411097308288	-0.2995046356940046	1.070447000536412	0.15585401770064772	0.2605020679590392	22.55477688695465	1047.384996420163	0.1207253168036003	0.1045509005553991	1.0824134156426615	0.1812818436784522	0.7940734861636902	0.6617391046619467	0.17931320049756017	0.24342372619345803	0.00837607327047678	
TPT1	P13693;Q56UQ5;Q9HAU6	1	117.44	4151900	963994	9710400	3454200	9438900	5651200	5811100	15994000	14181000	7	TPT1	1	3nM	1.0	0.23218141092030156	2.338784652809557	0.8319564536718129	2.2733929044533827	1.3611117801488475	1.3996242684072353	3.852212240179195	3.4155446903827165	21.985340265611136	5.7697360095845145	10.0	1.4151504840727862	3.63538002752075	1.3611507110555399	2.1072278177405046	0.6327934360655565	0.6918661516404256	3.848458176687556	164.0157708464719	0.34659595750796846	0.848981483486566	2.0599353493395984	1.1580490719641274	5.285507608252969	0.04614183761090056	1.3359051135777726	2.4876637431132087	0.7439773848092469	
TRAF2	Q12933	1	39.309	10459000	11219000	10210000	11576000	11768000	15558000	12814000	8018600	11537000	10	TRAF2	0		1.0	1.0726646906970074	0.9761927526532174	1.1067979730375752	1.1251553685820823	1.4875227077158428	1.225164929725595	0.7666698537145042	1.1030691270675972	23.31824158424689	5.799815309634741	10.0	1.1573827232515503	0.9346496808159049	-0.3083683835983261	1.0862787317575555	0.16294940717275277	0.2127738394381874	15.176430256804734	750.6782855126571	0.08925125191157608	0.21861957073588803	1.0912147800569256	0.1837152564390767	0.6100089696580538	0.773894123092944	0.11131845133486896	0.2145345410324717	0.004691637450012221	
TRAM1	Q15629	1	110.52	8895000	7190700	7644800	9030300	8780600	7756000	8609100	7853200	10790000	8	TRAM1	0		1.0	0.808397976391231	0.8594491287240023	1.0152107925801013	0.9871388420460933	0.8719505340078696	0.967858347386172	0.8828780213603148	1.2130410342889264	23.08456317481661	4.934020158026726	2.776346955417183	0.9207631848741303	1.229499172526262	0.3925658850419133	0.9533383909066446	0.0687934116104962	0.633267750082191	64.34848474626476	270.39155067577383	0.03817821404903659	13.872717970165409	0.9578066761793574	0.11360958778898313	3.8864724837310782	0.08368004289493869	1.0773781058545449	0.697422611704653	0.14315755445881617	
TRAP1	Q12931	1	141.11	8189800	7623200	9436700	6109600	7373600	11702000	5441400	21443000	13967000	24	TRAP1	0		1.0	0.930816381352414	1.1522503602041565	0.7460011233485555	0.9003394466287333	1.4288505213802536	0.664411829348702	2.618256856089282	1.7054140516251923	22.965396790112155	5.77152030747928	10.0	0.9813952706193763	2.162138012679766	1.1395523913776056	1.3499763861197174	0.30163116194635303	0.7273691267768747	3.5118335749828673	150.64715263988748	0.1652105339181791	0.40468066945424513	1.324791438506059	0.5840937758839384	6.1871401008864915	0.03342848087786756	1.4758833590146696	2.443012833251368	0.7316349014989659	
TRIM25	Q14258	1	46.938	9022700	8914100	9608600	9341700	7132900	8515000	10102000	963994	9039900	10	TRIM25	1	3000nM	1.0	0.9879636915779091	1.0649362164318885	1.0353552705952764	0.7905505004045352	0.9437308122845711	1.1196205127068395	0.10684096778126281	1.001906302991344	23.10512778703219	5.8231876254646835	10.0	0.9876183676803358	0.5523167537246197	-0.8384577777787663	0.8461117291340365	0.2284103405423612	0.38590366048564073	16.224206980095758	914.5405578485439	0.12510575839867474	0.3064446274472937	0.8564048114541869	0.2939572336003506	1.4766559398962371	0.3709344505595079	0.430702829671963	0.761338739820581	0.16699565913133477	
TRIM28	Q13263	1	102.34	20486000	21383000	22997000	20968000	21182000	24656000	20842000	28151000	29462000	22	TRIM28	0		1.0	1.0437860001952552	1.12257151225227	1.0235282632041394	1.0339744215561848	1.2035536463926584	1.0173777213706923	1.3741579615347066	1.4381528848970029	24.288134982210547	5.699532980122996	5.821666453046565	1.0724921850755513	1.4155473755458272	0.4003928495155481	1.1734065216420033	0.06149489545212523	0.8429902480566898	0.4636386906530484	14.160289272873378	0.03369297642230174	0.08250446673735913	1.167024947619012	0.15758528629607382	12.525279778285995	0.007074053594850219	2.1503316541820623	1.0867664105490307	0.289802448094658	
TROVE2	P10155	1	57.984	4774500	4384000	5217000	963994	4269900	4554400	3751700	6344400	4877600	9	TROVE2	1	30nM	1.0	0.9182113310294272	1.09267986176563	0.20190470206304326	0.8943135406848884	0.953900932034768	0.7857786155618389	1.328809299403079	1.0215938841763534	22.186918227019163	5.792751605805221	10.0	0.8157444358581322	1.1752103511037768	0.5267298612071806	0.9298634383716785	0.2520365688738975	0.2360922789225145	12.947153683065041	616.3830889414778	0.13804640115616665	0.33814254049001463	0.922002964466678	0.28858294167195214	0.6998281309096956	0.7177149078255123	0.14404803284095108	0.34208058498947996	0.027729909504270286	
TSN	Q15631	1	38.907	963994	963994	4868900	963994	963994	963994	963994	963994	7351400	8	TSN	7	DMSO;3nM;30nM;100nM;300nM;1000nM;3000nM	1.0	1.0	5.050757577329319	1.0	1.0	1.0	1.0	1.0	7.625981074571004	19.87866464143439	4.952318293715587	2.7994206023097306	1.582950033667731	7.890117170630189	2.2476460744058713	2.2749810790572322	1.2750027302404283	0.6929319470124928	52.1583178640693	230.68428213077192	0.7073178248399138	210.23554591732477	2.359354095884095	2.307377475705706	5.1188138605559095	0.04920252037576593	1.3080126501340181	3.160064709695465	0.9160250888383029	
TTLL12	Q14166	1	31.442	4807300	6333900	7666700	4514500	6535400	7265600	7587700	10620000	7569600	10	TTLL12	0		1.0	1.3175587127909638	1.5948037359848564	0.9390926299586047	1.3594741330892601	1.5113681276392155	1.578370395024234	2.209140265845693	1.5746052877914838	22.196795407126434	6.300339047663554	1.8262504985018189	1.2769520917196187	1.8722351434048166	0.5517383640114581	1.5414920759824557	0.24637653777915355	0.5131615170792916	0.621984534995437	3.623827937450067	0.1619071134470019	0.2767750361823601	1.5227270545276494	0.35976736035888957	2.5476365188223826	0.17363538992537703	0.7603617533363801	0.8006410075027721	0.18179059011232154	
TUBA1A;TUBA3C;TUBA3E	Q71U36;Q13748;Q6PEY2	1	35.112	38018000	37697000	54062000	963994	963994	40130000	40778000	35389000	963994	37	TUBA1A;TUBA3C;TUBA3E	3	30nM;100nM;30000nM	1.0	0.9915566310694934	1.4220106265453207	0.025356252301541374	0.025356252301541374	1.0555526329633331	1.072597190804356	0.9308485454258509	0.025356252301541374	25.18017930282673	7.796820186304955	10.0	1.1724865056068723	0.5437540429268816	-1.108545148354082	0.6578781897601327	0.4251173824153933	0.31468815301357733	10.568768057109509	509.9628498523769	0.403304278328631	0.2550710619022283	0.6959096733531082	0.5145072220481441	1.0457005362387544	0.5315901763126034	0.2744230533362449	0.6693171881973975	0.13280244634891872	
TUBA1B	P68363;Q9H853	1	323.31	1542600000	1464900000	1385500000	1467700000	1213900000	1396800000	1266100000	1272800000	1410800000	37	TUBA1B	0		1.0	0.9496304939712175	0.8981589524179956	0.951445611305588	0.7869181900687151	0.9054842473745625	0.8207571632309089	0.8251004797095812	0.9145598340464152	30.522716869991623	7.321074219526505	10.0	0.9386939502773153	0.8529223196175839	-0.1382405081457238	0.8786925030946229	0.04526377406472324	0.5364304958915513	21.707223019969696	1071.6035936315716	0.03506155138135607	0.030364108592243828	0.8832203871585436	0.06745957946700848	2.7476777858987522	0.15365024282136655	0.8134667490691959	0.1522050955391583	0.00038862907337595514	not
TUBA4A	P68366	1	15.941	7016200	6601800	7418400	6058000	4259000	7502600	7388400	6873300	5739700	31	TUBA4A	0		1.0	0.9409366893760155	1.0573244776374675	0.8634303469114335	0.6070237450471765	1.0693252757903138	1.0530486588181638	0.9796328496907157	0.8180639092386192	22.74225844237701	6.673825117469826	10.0	0.8825275814237932	0.9697387674944039	0.13595479279283393	0.9294242274970237	0.13521507400868488	0.08320950735074217	58.50350837230636	3871.7652147481754	0.09070530890467379	0.1047375937305463	0.9263290121981436	0.14133535305875822	0.20829452521048272	0.990758001312971	0.00403241163869874	0.05712414707640355	-0.0	
TUBB	P07437;A6NNZ2	1	323.31	586040000	574670000	565290000	545680000	514830000	542090000	469720000	468070000	455930000	33	TUBB	0		1.0	0.9805985939526313	0.9645928605555935	0.9311309808204218	0.8784895228994608	0.925005119104498	0.801515254931404	0.7986997474575114	0.7779844379223261	29.12642389786276	6.623667351327941	0.5340049357878004	0.9987133553684798	0.7549619211327752	-0.33990616220019626	0.871665299153302	0.023282726254383983	0.9149720471249165	0.5098980535490637	0.2709699155630577	0.02891388419223414	0.054646147279819215	0.8796708547066885	0.08136798430622534	25.230331615610453	0.0013447128087336526	2.8713704583382595	1.0076509296722456	0.2601106750910732	not
TUBB2B	Q9BVA1	1	25.354	33553000	30753000	32754000	32308000	32143000	33961000	37636000	40038000	32874000	31	TUBB2B	0		1.0	0.9165499359222722	0.9761869281435341	0.9628945250797246	0.9579769320180014	1.0121598664798974	1.1216880755819152	1.1932763091228802	0.979763359461151	24.99993842889715	6.466888974557005	3.694669656198589	0.9593578495310222	1.1000809132502367	0.19746866379078273	1.0277496185392287	0.05532297345177809	0.554144099277877	0.4873426064361495	25.694405100918253	0.034554599819669615	0.051144406510060025	1.0225527237046328	0.08335828871725075	2.8582138520137725	0.14393430610796226	0.8418356815485056	0.2593602961367504	0.010832204427298004	not
TUBB3	Q13509	1	200.54	32653000	29043000	27523000	28533000	23149000	29832000	28488000	26429000	29209000	28	TUBB3	0		1.0	0.8894435427066426	0.842893455425229	0.8738247634214314	0.7089394542614768	0.9136067130125869	0.8724466358374422	0.8093896426055799	0.8945273022386917	24.96071220992795	8.712097561192973	2.00918237665331	0.9999478508608111	0.8441459056616358	-0.0762686963558066	0.8470786226982836	0.05633010267001853	0.42977648492794207	1.3280485162568811	12.680678676877257	0.0755747135833523	0.03216394786544739	0.8548902327268787	0.0756101830074021	1.8037971308811236	0.2882254601477	0.5402676587986569	0.05415753083312425	-0.0	not
TUBB4B	P68371	1	323.31	1357000000	1199500000	1147200000	1316500000	1126600000	1298400000	1240700000	1172100000	1130900000	35	TUBB4B	0		1.0	0.8839351510685335	0.8453942520265291	0.9701547531319086	0.8302137067059691	0.956816507000737	0.9142962417096536	0.8637435519528371	0.833382461311717	30.33777357474303	5.582813528793554	3.6885969432902965	0.9056698421980717	0.8409282092756644	-0.10698890329215471	0.8885141304184145	0.053377306400341655	0.20405623250687555	0.8917620121762934	39.854031779960536	0.029362587865499588	0.07167953919245092	0.8897029646845418	0.06067067277663419	0.6568781787009088	0.7443009917140293	0.12825140234946444	0.07049777969442472	-0.0	not
TUBB6	Q9BUF5	1	44.291	11074000	8563300	11381000	963994	7159300	9825600	9463300	9167400	9368500	22	TUBB6	1	30nM	1.0	0.7732797543796279	1.0277225934621637	0.08705020769369695	0.6464962976340979	0.8872674733610258	0.854551201011378	0.8278309553910059	0.8459906086328337	23.400673091192484	6.773453871000417	10.0	0.6576687156663732	0.8503790988161039	0.37074509276206313	0.7660960143625656	0.25716435608041066	0.05670229776461955	16.164842179989737	694.0694601202476	0.17251163100856867	0.1991994778985831	0.7582597560467346	0.2651497235011921	0.14190170293120813	0.9996465733213536	0.0001535183866385409	0.0872503368655038	-0.0	
TUFM	P49411	1	323.31	69291000	78444000	70069000	73655000	71260000	70926000	66681000	92734000	87030000	30	TUFM	0		1.0	1.132095077282764	1.0112280094095913	1.0629807622923613	1.028416388852809	1.0235961380265834	0.962332770489674	1.3383267668239742	1.2560072736719055	26.046164641414222	5.75111739705057	10.0	1.0341116445947915	1.2974364753402048	0.3272719534791743	1.1149680783678857	0.04835255485957796	0.8387975743100203	2.296696637785686	96.77420778959905	0.026483839807522485	0.06487175975079619	1.109432016367982	0.12190039532092348	12.050587956726796	0.007731037191776021	2.1117622374597076	0.8029876868364239	0.18267621833086878	
TXN	P10599	1	36.613	45413000	41335000	33513000	40843000	41461000	46425000	39520000	55318000	52170000	7	TXN	0		1.0	0.9102019245590469	0.7379604958932464	0.8993680223724484	0.9129764604848832	1.0222843679122717	0.8702353951511682	1.2181093519476802	1.1487899940545658	25.436602009103314	5.763485869672421	10.0	0.8981600580427974	1.1836856157088935	0.3982414844632585	0.9867163183019442	0.0782721090965664	0.6808329945020493	3.5218001353146486	147.6129717336206	0.04287148857189756	0.10501305403971987	0.9806608239931298	0.13904720147944324	4.850565703433194	0.05474768467356662	1.2616342427847564	0.7770849321063034	0.17291373201566465	
